"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"org/jfree/chart/entity/TitleEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/title/Title;)V","1","2","2","2","0","10","8","30.0","2.0","60.0","0.01","0","0","0","6","4","Shape Title","<init>","","","","public","2"
"org/jfree/chart/entity/TitleEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/title/Title;Ljava/lang/String;)V","1","3","3","3","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","Shape String Title","<init>","","","","public","2"
"org/jfree/chart/entity/TitleEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/title/Title;Ljava/lang/String;Ljava/lang/String;)V","1","4","4","4","0","27","18","112.58797503894243","4.0","450.3519001557697","0.03752932501298081","0","1","0","15","12","Shape String Title","","<init>","","IllegalArgumentException","public","5"
"org/jfree/chart/entity/TitleEntity.getTitle:()Lorg/jfree/chart/title/Title;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/TitleEntity.toString:()Ljava/lang/String;","1","0","1","1","0","28","17","114.44895955500952","4.0","457.7958382200381","0.03814965318500317","0","1","0","15","13","StringBuffer","getToolTipText","toString <init> append","","","public","4"
"org/jfree/chart/entity/TitleEntity.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","74","23","334.74358474821895","12.0","4016.9230169786274","0.11158119491607299","0","2","0","47","27","Object TitleEntity","getURLText getArea getToolTipText","equal equals","","","public","14"
"org/jfree/chart/entity/TitleEntity.hashCode:()I","1","0","1","0","0","27","13","99.91187238980949","6.0","599.4712343388569","0.03330395746326983","0","0","0","14","13","","getURLText getToolTipText","hashCode","","","public","4"
"org/jfree/chart/entity/TitleEntity.clone:()Ljava/lang/Object;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","clone","CloneNotSupportedException","","public","1"
"org/jfree/chart/entity/TitleEntity.writeObject:(Ljava/io/ObjectOutputStream;)V","1","1","1","1","0","13","9","41.20902501875006","2.0","82.41805003750012","0.013736341672916687","0","0","0","7","6","ObjectOutputStream","getArea","writeShape defaultWriteObject","IOException","","private","3"
"org/jfree/chart/entity/TitleEntity.readObject:(Ljava/io/ObjectInputStream;)V","1","1","1","1","0","13","9","41.20902501875006","2.0","82.41805003750012","0.013736341672916687","0","0","0","7","6","ObjectInputStream","setArea","defaultReadObject readShape","IOException ClassNotFoundException","","private","3"
"org/jfree/chart/entity/XYAnnotationEntity.<init>:(Ljava/awt/Shape;ILjava/lang/String;Ljava/lang/String;)V","1","4","4","3","0","17","12","60.94436251225966","2.0","121.88872502451932","0.020314787504086555","0","0","0","9","8","Shape String","","<init>","","","public","3"
"org/jfree/chart/entity/XYAnnotationEntity.getRendererIndex:()I","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/XYAnnotationEntity.setRendererIndex:(I)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/jfree/chart/entity/XYAnnotationEntity.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","42","18","175.1368500605771","12.0","2101.6422007269252","0.05837895002019237","0","2","0","28","14","Object XYAnnotationEntity","","equals","","","public","10"
"org/jfree/chart/entity/AxisLabelEntity.<init>:(Lorg/jfree/chart/axis/Axis;Ljava/awt/Shape;Ljava/lang/String;Ljava/lang/String;)V","1","4","4","4","0","27","18","112.58797503894243","4.0","450.3519001557697","0.03752932501298081","0","1","0","15","12","Shape Axis String","","<init>","","IllegalArgumentException","public","5"
"org/jfree/chart/entity/AxisLabelEntity.getAxis:()Lorg/jfree/chart/axis/Axis;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/AxisLabelEntity.toString:()Ljava/lang/String;","1","0","1","1","0","30","19","127.43782540330756","4.0","509.7513016132302","0.042479275134435855","0","1","0","16","14","StringBuffer","","getLabel toString <init> append","","","public","4"
"org/jfree/chart/entity/CategoryLabelEntity.<init>:(Ljava/lang/Comparable;Ljava/awt/Shape;Ljava/lang/String;Ljava/lang/String;)V","1","4","4","4","0","17","11","58.81033751683406","2.0","117.62067503366812","0.019603445838944685","0","0","0","9","8","Shape String Comparable","","<init>","","","public","3"
"org/jfree/chart/entity/CategoryLabelEntity.getKey:()Ljava/lang/Comparable;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/CategoryLabelEntity.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","40","19","169.9171005377434","12.0","2039.005206452921","0.056639033512581136","0","2","0","25","15","CategoryLabelEntity Object","","equal equals","","","public","8"
"org/jfree/chart/entity/CategoryLabelEntity.hashCode:()I","1","0","1","0","0","19","12","68.11428751370197","3.0","204.3428625411059","0.022704762504567322","0","0","0","10","9","","","hashCode","","","public","3"
"org/jfree/chart/entity/CategoryLabelEntity.toString:()Ljava/lang/String;","1","0","1","1","0","70","26","329.03078026987646","4.0","1316.1231210795058","0.10967692675662549","0","3","0","37","33","StringBuffer","getURLText getToolTipText","toString <init> append","","","public","6"
"org/jfree/chart/entity/AxisEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/axis/Axis;)V","1","2","2","2","0","10","8","30.0","2.0","60.0","0.01","0","0","0","6","4","Shape Axis","<init>","","","","public","2"
"org/jfree/chart/entity/AxisEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/axis/Axis;Ljava/lang/String;)V","1","3","3","3","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","Shape Axis String","<init>","","","","public","2"
"org/jfree/chart/entity/AxisEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/axis/Axis;Ljava/lang/String;Ljava/lang/String;)V","1","4","4","4","0","27","18","112.58797503894243","4.0","450.3519001557697","0.03752932501298081","0","1","0","15","12","Shape Axis String","","<init>","","IllegalArgumentException","public","5"
"org/jfree/chart/entity/AxisEntity.getAxis:()Lorg/jfree/chart/axis/Axis;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/AxisEntity.toString:()Ljava/lang/String;","1","0","1","1","0","28","17","114.44895955500952","4.0","457.7958382200381","0.03814965318500317","0","1","0","15","13","StringBuffer","getToolTipText","toString <init> append","","","public","4"
"org/jfree/chart/entity/AxisEntity.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","74","23","334.74358474821895","12.0","4016.9230169786274","0.11158119491607299","0","2","0","47","27","Object AxisEntity","getURLText getArea getToolTipText","equal equals","","","public","14"
"org/jfree/chart/entity/AxisEntity.hashCode:()I","1","0","1","0","0","27","13","99.91187238980949","6.0","599.4712343388569","0.03330395746326983","0","0","0","14","13","","getURLText getToolTipText","hashCode","","","public","4"
"org/jfree/chart/entity/AxisEntity.clone:()Ljava/lang/Object;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","clone","CloneNotSupportedException","","public","1"
"org/jfree/chart/entity/AxisEntity.writeObject:(Ljava/io/ObjectOutputStream;)V","1","1","1","1","0","13","9","41.20902501875006","2.0","82.41805003750012","0.013736341672916687","0","0","0","7","6","ObjectOutputStream","getArea","writeShape defaultWriteObject","IOException","","private","3"
"org/jfree/chart/entity/AxisEntity.readObject:(Ljava/io/ObjectInputStream;)V","1","1","1","1","0","13","9","41.20902501875006","2.0","82.41805003750012","0.013736341672916687","0","0","0","7","6","ObjectInputStream","setArea","defaultReadObject readShape","IOException ClassNotFoundException","","private","3"
"org/jfree/chart/entity/ChartEntity.<init>:(Ljava/awt/Shape;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","Shape","<init>","","","","public","2"
"org/jfree/chart/entity/ChartEntity.<init>:(Ljava/awt/Shape;Ljava/lang/String;)V","1","2","2","2","0","10","8","30.0","2.0","60.0","0.01","0","0","0","6","4","Shape String","<init>","","","","public","2"
"org/jfree/chart/entity/ChartEntity.<init>:(Ljava/awt/Shape;Ljava/lang/String;Ljava/lang/String;)V","1","3","3","3","0","33","19","140.1816079436383","4.0","560.7264317745532","0.04672720264787944","0","1","0","18","15","Shape String","","<init>","","IllegalArgumentException","public","7"
"org/jfree/chart/entity/ChartEntity.getArea:()Ljava/awt/Shape;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/ChartEntity.setArea:(Ljava/awt/Shape;)V","1","1","1","1","0","17","14","64.72503367497926","4.0","258.90013469991703","0.021575011224993085","0","1","0","10","7","Shape","","<init>","","IllegalArgumentException","public","4"
"org/jfree/chart/entity/ChartEntity.getToolTipText:()Ljava/lang/String;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/ChartEntity.setToolTipText:(Ljava/lang/String;)V","1","1","1","1","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","String","","","","","public","2"
"org/jfree/chart/entity/ChartEntity.getURLText:()Ljava/lang/String;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/ChartEntity.setURLText:(Ljava/lang/String;)V","1","1","1","1","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","String","","","","","public","2"
"org/jfree/chart/entity/ChartEntity.getShapeType:()Ljava/lang/String;","1","0","0","0","0","11","10","36.541209043760986","2.0","73.08241808752197","0.012180403014586996","0","1","0","6","5","","","","","","public","3"
"org/jfree/chart/entity/ChartEntity.getShapeCoords:()Ljava/lang/String;","1","0","0","0","0","27","12","96.79398751947123","6.0","580.7639251168274","0.03226466250649041","0","2","0","15","12","","getPolyCoords getRectCoords","","","","public","3"
"org/jfree/chart/entity/ChartEntity.getRectCoords:(Ljava/awt/geom/Rectangle2D;)Ljava/lang/String;","3","1","5","1","0","93","31","460.74025686597946","14.0","6450.363596123712","0.15358008562199316","0","2","0","50","43","Rectangle2D","","getX getHeight getY toString getWidth <init> append","","IllegalArgumentException","private","11"
"org/jfree/chart/entity/ChartEntity.getPolyCoords:(Ljava/awt/Shape;)Ljava/lang/String;","3","1","5","4","0","118","42","636.2934558878937","24.0","15271.04294130945","0.2120978186292979","0","2","1","73","45","Shape StringBuffer float[] PathIterator","","next getPathIterator toString currentSegment <init> isDone append","","IllegalArgumentException","private","18"
"org/jfree/chart/entity/ChartEntity.getImageMapAreaTag:(Lorg/jfree/chart/imagemap/ToolTipTagFragmentGenerator;Lorg/jfree/chart/imagemap/URLTagFragmentGenerator;)Ljava/lang/String;","10","2","5","3","0","148","46","817.4871694964379","18.0","14714.769050935882","0.2724957231654793","0","2","0","84","64","ToolTipTagFragmentGenerator StringBuffer URLTagFragmentGenerator","getShapeType getShapeCoords","generateToolTipFragment equals generateURLFragment toString <init> append","","","public","14"
"org/jfree/chart/entity/ChartEntity.toString:()Ljava/lang/String;","1","0","1","1","0","28","18","116.75790004038474","4.0","467.03160016153896","0.03891930001346158","0","1","0","15","13","StringBuffer","","toString <init> append","","","public","4"
"org/jfree/chart/entity/ChartEntity.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","61","21","267.9313627895044","12.0","3215.176353474053","0.08931045426316814","0","2","0","39","22","Object ChartEntity","","equal equals","","","public","12"
"org/jfree/chart/entity/ChartEntity.hashCode:()I","1","0","1","0","0","27","13","99.91187238980949","6.0","599.4712343388569","0.03330395746326983","0","0","0","14","13","","","hashCode","","","public","4"
"org/jfree/chart/entity/ChartEntity.clone:()Ljava/lang/Object;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","clone","CloneNotSupportedException","","public","1"
"org/jfree/chart/entity/ChartEntity.writeObject:(Ljava/io/ObjectOutputStream;)V","1","1","1","1","0","13","10","43.18506523353572","2.0","86.37013046707143","0.014395021744511906","0","0","0","7","6","ObjectOutputStream","","writeShape defaultWriteObject","IOException","","private","3"
"org/jfree/chart/entity/ChartEntity.readObject:(Ljava/io/ObjectInputStream;)V","1","1","1","1","0","13","10","43.18506523353572","2.0","86.37013046707143","0.014395021744511906","0","0","0","7","6","ObjectInputStream","","defaultReadObject readShape","IOException ClassNotFoundException","","private","3"
"org/jfree/chart/entity/JFreeChartEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/JFreeChart;)V","1","2","2","2","0","10","8","30.0","2.0","60.0","0.01","0","0","0","6","4","Shape JFreeChart","<init>","","","","public","2"
"org/jfree/chart/entity/JFreeChartEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/JFreeChart;Ljava/lang/String;)V","1","3","3","3","0","12","9","38.03910001730775","2.0","76.0782000346155","0.012679700005769252","0","0","0","7","5","Shape String JFreeChart","<init>","","","","public","2"
"org/jfree/chart/entity/JFreeChartEntity.<init>:(Ljava/awt/Shape;Lorg/jfree/chart/JFreeChart;Ljava/lang/String;Ljava/lang/String;)V","1","4","4","4","0","27","18","112.58797503894243","4.0","450.3519001557697","0.03752932501298081","0","1","0","15","12","Shape String JFreeChart","","<init>","","IllegalArgumentException","public","5"
"org/jfree/chart/entity/JFreeChartEntity.getChart:()Lorg/jfree/chart/JFreeChart;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/JFreeChartEntity.toString:()Ljava/lang/String;","1","0","1","1","0","28","17","114.44895955500952","4.0","457.7958382200381","0.03814965318500317","0","1","0","15","13","StringBuffer","getToolTipText","toString <init> append","","","public","4"
"org/jfree/chart/entity/JFreeChartEntity.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","74","23","334.74358474821895","12.0","4016.9230169786274","0.11158119491607299","0","2","0","47","27","JFreeChartEntity Object","getURLText getArea getToolTipText","equal equals","","","public","14"
"org/jfree/chart/entity/JFreeChartEntity.hashCode:()I","1","0","1","0","0","27","13","99.91187238980949","6.0","599.4712343388569","0.03330395746326983","0","0","0","14","13","","getURLText getToolTipText","hashCode","","","public","4"
"org/jfree/chart/entity/JFreeChartEntity.clone:()Ljava/lang/Object;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","clone","CloneNotSupportedException","","public","1"
"org/jfree/chart/entity/JFreeChartEntity.writeObject:(Ljava/io/ObjectOutputStream;)V","1","1","1","1","0","13","9","41.20902501875006","2.0","82.41805003750012","0.013736341672916687","0","0","0","7","6","ObjectOutputStream","getArea","writeShape defaultWriteObject","IOException","","private","3"
"org/jfree/chart/entity/JFreeChartEntity.readObject:(Ljava/io/ObjectInputStream;)V","1","1","1","1","0","13","9","41.20902501875006","2.0","82.41805003750012","0.013736341672916687","0","0","0","7","6","ObjectInputStream","setArea","defaultReadObject readShape","IOException ClassNotFoundException","","private","3"
"org/jfree/chart/entity/CategoryItemEntity.<init>:(Ljava/awt/Shape;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/category/CategoryDataset;Ljava/lang/Comparable;Ljava/lang/Comparable;)V","1","6","6","6","0","39","22","173.9178331268546","4.0","695.6713325074184","0.05797261104228486","0","1","0","21","18","Shape String CategoryDataset Comparable","","<init>","","IllegalArgumentException","public","7"
"org/jfree/chart/entity/CategoryItemEntity.getDataset:()Lorg/jfree/data/category/CategoryDataset;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/CategoryItemEntity.setDataset:(Lorg/jfree/data/category/CategoryDataset;)V","1","1","1","1","0","17","14","64.72503367497926","4.0","258.90013469991703","0.021575011224993085","0","1","0","10","7","CategoryDataset","","<init>","","IllegalArgumentException","public","4"
"org/jfree/chart/entity/CategoryItemEntity.getRowKey:()Ljava/lang/Comparable;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/CategoryItemEntity.setRowKey:(Ljava/lang/Comparable;)V","1","1","1","1","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","Comparable","","","","","public","2"
"org/jfree/chart/entity/CategoryItemEntity.getColumnKey:()Ljava/lang/Comparable;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/entity/CategoryItemEntity.setColumnKey:(Ljava/lang/Comparable;)V","1","1","1","1","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","Comparable","","","","","public","2"
"org/jfree/chart/entity/CategoryItemEntity.toString:()Ljava/lang/String;","1","0","0","0","0","35","18","145.94737505048093","3.0","437.8421251514428","0.04864912501682698","0","1","0","17","18","","","toString <init> append","","","public","1"
"org/jfree/chart/entity/CategoryItemEntity.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","66","23","298.5550890997629","12.0","3582.6610691971546","0.0995183630332543","0","2","0","41","25","Object CategoryItemEntity","","equal equals","","","public","12"
"org/jfree/chart/ChartColor.<init>:(III)V","1","3","3","0","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","","","<init>","","","public","2"
"org/jfree/chart/ChartColor.createDefaultPaintArray:()[Ljava/awt/Paint;","1","0","0","0","0","257","77","1610.5641409585899","7.0","11273.94898671013","0.5368547136528633","0","7","0","169","88","","","<init>","","","public static","1"
"org/jfree/chart/ChartColor.<clinit>:()V","1","0","0","0","0","295","38","1548.1386164658577","16.0","24770.217863453723","0.5160462054886192","0","24","0","169","126","","","<init>","","","static","24"
"org/jfree/chart/JFreeChart.<init>:(Lorg/jfree/chart/plot/Plot;)V","1","1","1","1","0","10","8","30.0","2.0","60.0","0.01","0","0","0","7","3","Plot","<init>","","","","public","2"
"org/jfree/chart/JFreeChart.<init>:(Ljava/lang/String;Lorg/jfree/chart/plot/Plot;)V","1","2","2","2","0","12","10","39.863137138648355","2.0","79.72627427729671","0.013287712379549451","0","0","0","7","5","String Plot","<init>","","","","public","2"
"org/jfree/chart/JFreeChart.<init>:(Ljava/lang/String;Ljava/awt/Font;Lorg/jfree/chart/plot/Plot;Z)V","4","4","5","4","0","227","82","1443.1643050483053","11.0","15874.807355531359","0.4810547683494351","0","10","0","124","103","String Font Plot LegendTitle","","add setFrame setMargin <init> addChangeListener setPosition setBackgroundPaint","","NullPointerException","public","34"
"org/jfree/chart/JFreeChart.getRenderingHints:()Ljava/awt/RenderingHints;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setRenderingHints:(Ljava/awt/RenderingHints;)V","1","1","1","1","0","21","16","84.0","4.0","336.0","0.028","0","1","0","12","9","RenderingHints","fireChartChanged","<init>","","NullPointerException","public","5"
"org/jfree/chart/JFreeChart.isBorderVisible:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setBorderVisible:(Z)V","1","1","1","0","0","11","9","34.86917501586544","2.0","69.73835003173087","0.011623058338621813","0","0","0","6","5","","fireChartChanged","","","","public","3"
"org/jfree/chart/JFreeChart.getBorderStroke:()Ljava/awt/Stroke;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setBorderStroke:(Ljava/awt/Stroke;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","Stroke","fireChartChanged","","","","public","3"
"org/jfree/chart/JFreeChart.getBorderPaint:()Ljava/awt/Paint;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setBorderPaint:(Ljava/awt/Paint;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","Paint","fireChartChanged","","","","public","3"
"org/jfree/chart/JFreeChart.getPadding:()Lorg/jfree/chart/util/RectangleInsets;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setPadding:(Lorg/jfree/chart/util/RectangleInsets;)V","1","1","1","1","0","28","18","116.75790004038474","4.0","467.03160016153896","0.03891930001346158","0","2","0","16","12","RectangleInsets","notifyListeners","<init>","","IllegalArgumentException","public","5"
"org/jfree/chart/JFreeChart.getTitle:()Lorg/jfree/chart/title/TextTitle;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setTitle:(Lorg/jfree/chart/title/TextTitle;)V","3","1","1","1","0","33","12","118.30376252379817","6.0","709.822575142789","0.039434587507932724","0","0","0","18","15","TextTitle","fireChartChanged","removeChangeListener addChangeListener","","","public","7"
"org/jfree/chart/JFreeChart.setTitle:(Ljava/lang/String;)V","3","1","1","1","0","39","21","171.30037948837168","12.0","2055.6045538604603","0.05710012649612389","0","2","0","23","16","String","setTitle","<init> setText","","","public","6"
"org/jfree/chart/JFreeChart.addLegend:(Lorg/jfree/chart/title/LegendTitle;)V","1","1","1","1","0","7","6","18.094737505048094","1.0","18.094737505048094","0.006031579168349364","0","0","0","4","3","LegendTitle","addSubtitle","","","","public","2"
"org/jfree/chart/JFreeChart.getLegend:()Lorg/jfree/chart/title/LegendTitle;","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","getLegend","","","","public","1"
"org/jfree/chart/JFreeChart.getLegend:(I)Lorg/jfree/chart/title/LegendTitle;","3","1","4","2","0","45","26","211.51978731634918","7.0","1480.6385112144442","0.07050659577211639","0","3","1","26","19","Title Iterator","","next iterator hasNext","","","public","10"
"org/jfree/chart/JFreeChart.removeLegend:()V","1","0","0","0","0","9","6","23.264662506490403","1.0","23.264662506490403","0.007754887502163467","0","0","0","5","4","","getLegend removeSubtitle","","","","public","2"
"org/jfree/chart/JFreeChart.getSubtitles:()Ljava/util/List;","1","0","0","0","0","10","10","33.219280948873624","3.0","99.65784284662087","0.01107309364962454","0","1","0","6","4","","","<init>","","","public","1"
"org/jfree/chart/JFreeChart.setSubtitles:(Ljava/util/List;)V","3","1","3","3","0","54","30","264.97209216286","8.0","2119.77673730288","0.08832403072095334","0","2","1","31","23","Title List Iterator","clearSubtitles addSubtitle setNotify","next iterator hasNext <init>","","NullPointerException","public","12"
"org/jfree/chart/JFreeChart.getSubtitleCount:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","size","","","public","1"
"org/jfree/chart/JFreeChart.getSubtitle:(I)Lorg/jfree/chart/title/Title;","2","1","1","0","0","28","22","124.86408532184433","6.0","749.184511931066","0.04162136177394811","0","2","0","16","12","","getSubtitleCount","get <init>","","IllegalArgumentException","public","3"
"org/jfree/chart/JFreeChart.addSubtitle:(Lorg/jfree/chart/title/Title;)V","1","1","1","1","0","30","20","129.65784284662087","5.0","648.2892142331043","0.043219280948873624","0","1","0","17","13","Title","fireChartChanged","add <init> addChangeListener","","IllegalArgumentException","public","6"
"org/jfree/chart/JFreeChart.addSubtitle:(ILorg/jfree/chart/title/Title;)V","2","2","2","1","0","48","25","222.90509710918678","6.0","1337.4305826551208","0.0743016990363956","0","2","0","27","21","Title","getSubtitleCount fireChartChanged","add <init> addChangeListener","","IllegalArgumentException","public","8"
"org/jfree/chart/JFreeChart.clearSubtitles:()V","2","0","2","2","0","39","20","168.55519570060713","4.0","674.2207828024285","0.05618506523353571","0","1","1","21","18","Title Iterator","fireChartChanged","next iterator removeChangeListener clear hasNext","","","public","8"
"org/jfree/chart/JFreeChart.removeSubtitle:(Lorg/jfree/chart/title/Title;)V","1","1","1","1","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","Title","fireChartChanged","remove","","","public","3"
"org/jfree/chart/JFreeChart.getPlot:()Lorg/jfree/chart/plot/Plot;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.getCategoryPlot:()Lorg/jfree/chart/plot/CategoryPlot;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","","","","public","1"
"org/jfree/chart/JFreeChart.getXYPlot:()Lorg/jfree/chart/plot/XYPlot;","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","1","0","4","3","","","","","","public","1"
"org/jfree/chart/JFreeChart.getAntiAlias:()Z","1","0","1","1","0","17","13","62.907475208398566","3.0","188.72242562519568","0.02096915840279952","0","0","0","9","8","Object","","get equals","","","public","2"
"org/jfree/chart/JFreeChart.setAntiAlias:(Z)V","6","1","2","1","0","69","24","316.3624125497598","12.0","3796.348950597118","0.10545413751658661","0","0","0","40","29","Object","fireChartChanged","get equals put","","","public","10"
"org/jfree/chart/JFreeChart.getTextAntiAlias:()Ljava/lang/Object;","1","0","0","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","get","","","public","1"
"org/jfree/chart/JFreeChart.setTextAntiAlias:(Z)V","2","1","1","0","0","17","12","60.94436251225966","3.0","182.83308753677898","0.020314787504086555","0","0","0","10","7","","setTextAntiAlias","","","","public","4"
"org/jfree/chart/JFreeChart.setTextAntiAlias:(Ljava/lang/Object;)V","1","1","1","1","0","23","17","94.01164534875782","4.0","376.0465813950313","0.031337215116252606","0","1","0","13","10","Object","notifyListeners","<init> put","","","public","3"
"org/jfree/chart/JFreeChart.getBackgroundPaint:()Ljava/awt/Paint;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setBackgroundPaint:(Ljava/awt/Paint;)V","4","1","1","1","0","39","13","144.3171490075026","12.0","1731.805788090031","0.0481057163358342","0","0","0","22","17","Paint","fireChartChanged","equals","","","public","8"
"org/jfree/chart/JFreeChart.getBackgroundImage:()Ljava/awt/Image;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/JFreeChart.setBackgroundImage:(Ljava/awt/Image;)V","4","1","1","1","0","39","13","144.3171490075026","12.0","1731.805788090031","0.0481057163358342","0","0","0","22","17","Image","fireChartChanged","equals","","","public","8"
