System,Package,Class,Name, COMP, NOCL, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOC, NOA, MOD, HDIF, VDEC, EXCT, EXCR, CAST, TDN, HVOL, NAND, VREF, NOPR, MDN, NEXP, LOOP
"","org.apache.commons.lang3.builder","NoFieldNamesToStringStyleTest","testBlank",1,1,2,20,17,327.00,0.03,1,2,1,3,1,0,2,4.00,0,0,0,0,0,81.75,9,2,11,0,3,0
"","org.apache.commons.lang3.builder","ShortPrefixToStringStyleTest","testBlank",1,1,2,20,17,327.00,0.03,1,2,1,3,1,0,2,4.00,0,0,0,0,0,81.75,9,2,11,0,3,0
"","org.apache.commons.lang3.builder","SimpleToStringStyleTest","testBlank",1,1,2,18,15,246.13,0.02,1,2,1,3,1,0,2,3.50,0,0,0,0,0,70.32,8,1,10,0,2,0
"","org.apache.commons.lang3.builder","StandardToStringStyleTest","testBlank",1,1,2,20,17,327.00,0.03,1,2,1,3,1,0,2,4.00,0,0,0,0,0,81.75,9,2,11,0,3,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testBlank",1,0,2,20,17,327.00,0.03,1,2,1,3,0,0,2,4.00,0,0,0,0,0,81.75,9,2,11,0,3,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testBoolean",1,0,7,83,25,6582.13,0.13,1,4,1,8,0,0,2,17.08,2,0,0,0,0,385.44,37,8,46,0,22,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testBoolean",1,0,5,48,22,1872.96,0.07,1,4,1,6,0,0,2,8.75,2,0,0,0,0,214.05,21,4,27,0,11,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testBoolean",1,0,3,47,22,1668.69,0.07,1,3,1,4,0,0,2,7.96,0,0,0,0,0,209.59,23,0,24,0,10,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testBoolean",1,0,4,65,24,2384.18,0.10,1,4,1,5,0,0,2,8.00,0,0,0,0,0,298.02,32,6,33,0,13,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testBooleanArray",1,0,21,235,31,43723.53,0.39,1,6,1,22,0,0,2,37.56,3,0,0,2,0,1164.24,104,22,131,0,69,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testBooleanArray",1,0,15,135,26,11897.99,0.21,1,4,1,16,0,0,2,18.75,2,0,0,0,0,634.56,60,17,75,0,38,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testBooleanArray",1,0,8,125,29,12645.04,0.20,1,4,1,9,0,0,2,20.82,1,0,0,1,0,607.25,59,5,66,0,32,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testBooleanArray",1,0,7,95,27,5978.57,0.15,2,3,1,8,0,0,2,13.24,1,0,0,2,0,451.71,45,13,50,0,21,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testBooleanArrayArray",1,0,7,100,27,6433.08,0.16,2,3,1,8,0,0,2,13.53,1,0,0,2,0,475.49,46,13,54,0,21,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testBooleanArrayAsObject",1,0,7,110,29,9807.41,0.18,2,3,1,8,0,0,2,18.35,1,0,0,3,0,534.38,52,5,58,0,30,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testBooleanArrayHiddenByObject",1,0,21,199,34,28202.71,0.34,2,5,1,22,0,0,2,27.86,6,0,0,0,0,1012.41,90,23,109,0,55,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testBooleanArrayHiddenByObject",1,0,15,140,29,12884.45,0.23,2,6,1,16,0,0,2,18.94,4,0,0,0,0,680.12,62,17,78,0,37,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testBooleanMultiArray",1,0,13,210,27,38742.82,0.33,1,3,1,14,0,0,2,38.80,1,0,0,0,0,998.53,97,11,113,0,57,0
"","org.apache.commons.lang3","AnnotationUtilsTest","testBothArgsNull",1,0,2,16,13,203.00,0.02,1,1,1,3,0,0,2,3.43,0,0,0,0,0,59.21,8,0,8,0,2,0
"","org.apache.commons.lang3.time","DurationFormatUtilsTest","testBugzilla38401",1,1,2,32,22,665.94,0.05,0,0,1,4,1,0,2,4.67,0,0,0,0,0,142.70,20,0,12,0,2,0
"","org.apache.commons.lang3.concurrent","BasicThreadFactoryTest","testBuildDefaults",1,3,3,20,16,360.00,0.03,1,1,1,4,1,0,2,4.50,1,0,0,0,0,80.00,9,2,11,0,3,0
"","org.apache.commons.lang3.concurrent","BasicThreadFactoryTest","testBuildNamingPatternNull",1,3,2,19,16,304.00,0.03,0,1,0,3,1,0,2,4.00,0,0,0,0,0,76.00,8,1,11,0,1,0
"","org.apache.commons.lang3.concurrent","BasicThreadFactoryTest","testBuildUncaughtExceptionHandlerNull",1,3,2,19,16,304.00,0.03,0,1,0,3,1,0,2,4.00,0,0,0,0,0,76.00,8,1,11,0,1,0
"","org.apache.commons.lang3.concurrent","BasicThreadFactoryTest","testBuildWrappedFactoryNull",1,3,2,19,16,304.00,0.03,0,1,0,3,1,0,2,4.00,0,0,0,0,0,76.00,8,1,11,0,1,0
"","org.apache.commons.lang3.concurrent","BasicThreadFactoryTest","testBuilderReset",1,3,10,100,37,4018.72,0.17,6,9,2,15,1,0,2,7.71,3,0,0,0,0,520.95,48,15,52,0,16,0
"","org.apache.commons.lang3.concurrent","BasicThreadFactoryTest","testBuilderResetAfterBuild",1,3,3,37,21,650.06,0.05,2,5,1,5,1,0,2,4.00,0,0,0,0,0,162.52,16,3,21,0,7,0
"","org.apache.commons.lang3.text","ExtendedMessageFormatTest","testBuiltInChoiceFormat",3,56,16,99,37,6425.21,0.17,7,5,1,13,54,0,2,12.46,3,0,0,0,2,515.74,46,12,53,1,16,2
"","org.apache.commons.lang3.text","ExtendedMessageFormatTest","testBuiltInDateTimeFormat",1,3,17,125,43,7502.22,0.23,4,5,1,18,1,0,2,11.06,3,0,0,0,0,678.28,73,27,52,0,8,0
"","org.apache.commons.lang3.text","ExtendedMessageFormatTest","testBuiltInNumberFormat",1,3,8,62,28,2732.18,0.10,4,3,1,9,1,0,2,9.17,2,0,0,0,0,298.06,33,10,29,0,5,0
"","org.apache.commons.lang3","BitFieldTest","testByte",1,0,22,322,34,57335.71,0.55,1,3,2,23,0,0,2,35.00,1,0,0,20,0,1638.16,168,1,154,0,67,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testByte",1,0,10,139,28,15536.17,0.22,2,6,1,11,0,0,2,23.25,2,0,0,0,0,668.22,62,14,77,0,37,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testByte",1,0,5,48,22,1872.96,0.07,1,4,1,6,0,0,2,8.75,2,0,0,0,0,214.05,21,4,27,0,11,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testByte",1,0,3,49,21,1937.01,0.07,1,3,1,4,0,0,2,9.00,0,0,0,2,0,215.22,24,0,25,0,11,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testByte",1,0,4,73,25,2871.54,0.11,1,4,1,5,0,0,2,8.47,0,0,0,4,0,339.00,36,6,37,0,17,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testByteArray",1,0,21,235,32,41805.26,0.39,1,6,1,22,0,0,2,35.58,3,0,0,2,0,1175.00,104,22,131,0,69,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testByteArray",1,0,15,135,27,11327.82,0.21,1,4,1,16,0,0,2,17.65,2,0,0,0,0,641.91,60,17,75,0,38,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testByteArray",1,0,8,122,29,12132.38,0.20,1,4,1,9,0,0,2,20.47,1,0,0,3,0,592.67,58,5,64,0,31,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testByteArray",1,0,7,97,30,6337.89,0.16,2,3,1,8,0,0,2,13.32,1,0,0,2,0,475.97,46,13,51,0,22,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testByteArrayArray",1,0,7,100,28,6142.73,0.16,2,3,1,8,0,0,2,12.78,1,0,0,2,0,480.74,46,13,54,0,21,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testByteArrayAsObject",1,0,7,107,29,9356.47,0.17,2,3,1,8,0,0,2,18.00,1,0,0,5,0,519.80,51,5,56,0,29,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testByteArrayHiddenByObject",1,0,21,199,35,27142.07,0.34,2,5,1,22,0,0,2,26.59,6,0,0,0,0,1020.73,90,23,109,0,55,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testByteArrayHiddenByObject",1,0,15,140,30,12329.21,0.23,2,6,1,16,0,0,2,17.95,4,0,0,0,0,686.96,62,17,78,0,37,0
"","org.apache.commons.lang3","ConversionTest","testByteArrayToInt",1,4,8,122,37,9180.21,0.21,1,1,1,11,2,0,2,14.44,1,0,0,9,0,635.55,78,6,44,0,17,0
"","org.apache.commons.lang3","ConversionTest","testByteArrayToLong",1,3,9,135,42,9895.75,0.24,1,1,1,15,1,0,2,13.59,1,0,0,9,0,727.96,87,7,48,0,18,0
"","org.apache.commons.lang3","ConversionTest","testByteArrayToShort",1,5,8,146,38,12313.89,0.26,1,1,1,11,3,0,2,16.07,1,0,0,21,0,766.20,90,6,56,0,29,0
"","org.apache.commons.lang3","ConversionTest","testByteArrayToUuid",1,3,4,204,37,18322.90,0.35,2,2,1,20,1,0,2,17.24,0,0,0,48,0,1062.73,125,0,79,0,57,0
"","org.apache.commons.lang3","ConversionTest","testByteToBinary",1,6,15,431,31,105834.56,0.71,1,1,1,40,4,0,2,49.57,0,0,0,14,0,2135.26,285,0,146,0,56,0
"","org.apache.commons.lang3","ConversionTest","testByteToHex",2,6,17,235,43,32437.19,0.43,3,1,2,20,4,0,2,25.44,0,0,1,14,2,1275.17,148,0,87,1,32,0
"","org.apache.commons.lang3.text","StrTokenizerTest","testCSV",1,1,3,31,15,605.57,0.04,2,2,1,4,1,1,1,5.00,0,0,0,0,0,121.11,15,2,16,0,5,0
"","org.apache.commons.lang3.text","StrTokenizerTest","testCSVEmpty",1,0,3,26,14,445.46,0.03,1,1,1,4,0,0,2,4.50,0,0,0,0,0,98.99,12,0,14,0,4,0
"","org.apache.commons.lang3.text","StrTokenizerTest","testCSVSimple",1,0,2,13,12,139.81,0.02,0,0,1,3,0,0,2,3.00,0,0,0,0,0,46.60,6,1,7,0,1,0
"","org.apache.commons.lang3.text","StrTokenizerTest","testCSVSimpleNeedsTrim",1,0,4,33,17,755.36,0.04,0,0,1,5,0,0,2,5.60,0,0,0,0,0,134.89,16,3,17,0,7,0
"","org.apache.commons.lang3.time","FastDateFormat_PrinterTest","testCalendarTimezoneRespected",1,0,1,5,5,17.41,0.00,0,0,0,1,0,0,1,1.50,0,0,0,0,0,11.61,2,0,3,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinterTest","testCalendarTimezoneRespected",1,0,1,7,7,39.30,0.01,0,0,0,1,0,0,2,2.00,0,0,0,0,0,19.65,3,0,4,0,0,0
"","org.apache.commons.lang3.text","StrBuilderTest","testCapacity",1,1,5,45,20,1670.82,0.06,1,3,1,6,1,0,2,8.59,1,0,0,0,0,194.49,21,9,24,0,7,0
"","org.apache.commons.lang3.text","StrBuilderTest","testCapacityAndLength",2,2,66,507,47,157089.85,0.94,2,11,3,69,2,0,2,55.78,1,0,1,0,2,2816.18,238,62,269,1,101,0
"","org.apache.commons.lang3.text","WordUtilsTest","testCapitalizeFullyWithDelimiters_String",1,0,14,144,38,9498.39,0.25,1,1,1,15,0,0,2,12.57,1,0,0,0,0,755.70,81,8,63,0,17,0
"","org.apache.commons.lang3.text","WordUtilsTest","testCapitalizeFully_String",1,0,10,88,21,3710.63,0.13,1,1,1,11,0,0,2,9.60,0,0,0,0,0,386.52,48,0,40,0,9,0
"","org.apache.commons.lang3.text","WordUtilsTest","testCapitalizeWithDelimiters_String",1,0,14,144,38,9498.39,0.25,1,1,1,15,0,0,2,12.57,1,0,0,0,0,755.70,81,8,63,0,17,0
"","org.apache.commons.lang3.text","WordUtilsTest","testCapitalize_String",1,1,10,88,22,3531.87,0.13,1,1,1,11,1,0,2,9.00,0,0,0,0,0,392.43,48,0,40,0,9,0
"","org.apache.commons.lang3","StringUtilsTest","testCaseFunctions",1,3,27,295,46,21142.12,0.54,2,4,1,48,3,0,2,12.98,0,0,0,0,0,1629.45,173,22,122,0,30,0
"","org.apache.commons.lang3.time","DateUtilsTest","testCeil",9,9,95,1357,134,488860.31,3.20,13,10,3,229,8,0,2,50.98,3,1,3,35,16,9588.68,752,207,605,1,189,0
"","org.apache.commons.lang3","StringUtilsTest","testCenter_StringInt",1,1,12,119,27,6832.42,0.19,1,1,1,13,1,0,2,12.08,0,0,0,0,0,565.83,69,0,50,0,13,0
"","org.apache.commons.lang3","StringUtilsTest","testCenter_StringIntChar",1,0,13,141,30,9159.78,0.23,1,1,1,14,0,0,2,13.24,0,0,0,0,0,691.87,87,0,54,0,14,0
"","org.apache.commons.lang3","StringUtilsTest","testCenter_StringIntString",1,0,16,174,32,13154.40,0.29,1,1,1,17,0,0,2,15.12,0,0,0,0,0,870.00,108,0,66,0,17,0
"","org.apache.commons.lang3.text","StrBuilderTest","testChaining",1,1,11,93,28,5082.64,0.15,1,10,1,12,1,0,2,11.37,1,0,0,0,0,447.08,48,18,45,0,11,0
"","org.apache.commons.lang3.text","StrTokenizerTest","testChaining",1,1,15,134,34,10083.78,0.23,1,12,1,16,1,0,2,14.79,1,0,0,0,0,681.72,71,26,63,0,16,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testChar",1,0,10,139,28,15536.17,0.22,2,6,1,11,0,0,2,23.25,2,0,0,0,0,668.22,62,14,77,0,37,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testChar",1,0,5,48,22,1872.96,0.07,1,4,1,6,0,0,2,8.75,2,0,0,0,0,214.05,21,4,27,0,11,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testChar",1,0,3,49,21,1937.01,0.07,1,3,1,4,0,0,2,9.00,0,0,0,2,0,215.22,24,0,25,0,11,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testChar",1,0,4,73,25,2871.54,0.11,1,4,1,5,0,0,2,8.47,0,0,0,4,0,339.00,36,6,37,0,17,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testCharArray",1,0,21,235,32,41805.26,0.39,1,6,1,22,0,0,2,35.58,3,0,0,2,0,1175.00,104,22,131,0,69,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testCharArray",1,0,15,135,27,11327.82,0.21,1,4,1,16,0,0,2,17.65,2,0,0,0,0,641.91,60,17,75,0,38,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testCharArray",1,0,8,122,29,12132.38,0.20,1,4,1,9,0,0,2,20.47,1,0,0,3,0,592.67,58,5,64,0,31,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testCharArray",1,0,7,96,29,5645.49,0.16,2,3,1,8,0,0,2,12.11,1,0,0,2,0,466.37,46,13,50,0,21,0
"","org.apache.commons.lang3.builder","ToStringBuilderTest","testCharArrayArray",1,0,7,100,28,6142.73,0.16,2,3,1,8,0,0,2,12.78,1,0,0,2,0,480.74,46,13,54,0,21,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest","testCharArrayAsObject",1,0,7,107,29,9356.47,0.17,2,3,1,8,0,0,2,18.00,1,0,0,5,0,519.80,51,5,56,0,29,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest","testCharArrayHiddenByObject",1,0,21,199,35,27142.07,0.34,2,5,1,22,0,0,2,26.59,6,0,0,0,0,1020.73,90,23,109,0,55,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest","testCharArrayHiddenByObject",1,0,15,140,30,12329.21,0.23,2,6,1,16,0,0,2,17.95,4,0,0,0,0,686.96,62,17,78,0,37,0
"","org.apache.commons.lang3.text","StrBuilderTest","testCharAt",5,5,18,122,33,9143.32,0.21,2,3,2,27,5,0,2,14.86,1,0,1,0,8,615.42,52,8,70,1,16,0
"","org.apache.commons.lang3.text","StrMatcherTest","testCharMatcher_char",1,1,8,77,24,3883.46,0.12,1,2,1,9,1,0,2,11.00,1,0,0,0,0,353.04,44,12,33,0,8,0
"","org.apache.commons.lang3.text","StrMatcherTest","testCharSetMatcher_String",1,1,11,115,33,6852.49,0.19,3,3,3,12,1,0,2,11.81,1,0,0,1,0,580.11,63,12,52,0,16,0
"","org.apache.commons.lang3.text","StrMatcherTest","testCharSetMatcher_charArray",1,1,11,125,35,9697.55,0.21,2,4,3,12,1,0,2,15.12,1,0,0,1,0,641.16,66,12,59,0,19,0
"","org.apache.commons.lang3.time","FastDateFormatTest","testCheckDefaults",1,0,8,77,28,3156.16,0.12,4,9,1,9,0,0,2,8.53,3,0,0,0,0,370.17,36,8,41,0,12,0
"","org.apache.commons.lang3.time","FastDateFormatTest","testCheckDifferingStyles",1,0,11,127,23,10264.26,0.19,2,2,1,12,0,0,2,17.87,4,0,0,0,0,574.49,67,24,60,0,20,0
"","org.apache.commons.lang3","StringUtilsTest","testChomp",2,0,23,278,50,40876.37,0.52,2,1,1,54,1,0,3,26.05,3,0,0,0,1,1568.99,165,21,113,1,31,1
"","org.apache.commons.lang3","StringUtilsTest","testChop",2,0,9,96,39,5750.52,0.17,2,1,1,22,0,0,2,11.33,3,0,0,0,1,507.40,51,13,45,1,11,1
"","org.apache.commons.lang3","CharRangeTest","testClass",1,2,3,33,17,613.73,0.04,2,2,2,4,2,0,2,4.55,0,0,0,0,0,134.89,13,0,20,0,6,0
"","org.apache.commons.lang3","CharSetTest","testClass",1,1,3,33,17,613.73,0.04,2,2,2,4,1,0,2,4.55,0,0,0,0,0,134.89,13,0,20,0,6,0
"","org.apache.commons.lang3","BitFieldTest","testClear",1,3,4,37,19,825.16,0.05,0,1,1,5,1,0,2,5.25,0,0,0,0,0,157.17,18,3,19,0,6,0
"","org.apache.commons.lang3.text","StrBuilderTest","testClear",1,0,6,44,24,1440.99,0.07,1,4,2,7,0,0,2,7.14,1,0,0,0,0,201.74,20,6,24,0,8,0
"","org.apache.commons.lang3","BitFieldTest","testClearShort",1,3,4,49,20,1368.39,0.07,0,1,1,5,1,0,2,6.46,0,0,0,6,0,211.77,24,3,25,0,12,0
"","org.apache.commons.lang3","ArrayUtilsTest","testClone",1,1,14,126,34,9657.11,0.21,5,5,3,15,1,0,2,15.07,3,0,0,1,0,641.02,63,19,63,0,27,0
"","org.apache.commons.lang3","SerializationUtilsTest","testClone",1,1,11,98,33,8013.68,0.16,5,2,3,12,1,0,2,16.21,2,1,0,1,0,494.35,44,16,54,0,17,0
"","org.apache.commons.lang3","ArrayUtilsTest","testCloneBoolean",1,0,6,57,26,2652.46,0.09,2,2,2,7,0,0,2,9.90,2,0,0,1,0,267.93,27,5,30,0,10,0
"","org.apache.commons.lang3","ArrayUtilsTest","testCloneByte",1,0,6,57,26,2652.46,0.09,2,2,2,7,0,0,2,9.90,2,0,0,1,0,267.93,27,5,30,0,10,0
"","org.apache.commons.lang3","ArrayUtilsTest","testCloneChar",1,0,6,57,26,2652.46,0.09,2,2,2,7,0,0,2,9.90,2,0,0,1,0,267.93,27,5,30,0,10,0
"","org.apache.commons.lang3","ArrayUtilsTest","testCloneDouble",1,0,6,57,26,2652.46,0.09,2,2,2,7,0,0,2,9.90,2,0,0,1,0,267.93,27,5,30,0,10,0
"","org.apache.commons.lang3","ArrayUtilsTest","testCloneFloat",1,0,6,57,26,2652.46,0.09,2,2,2,7,0,0,2,9.90,2,0,0,1,0,267.93,27,5,30,0,10,0
"","org.apache.commons.lang3","ArrayUtilsTest","testCloneInt",1,0,6,57,26,2652.46,0.09,2,2,2,7,0,0,2,9.90,2,0,0,1,0,267.93,27,5,30,0,10,0
"","org.apache.commons.lang3","ArrayUtilsTest","testCloneLong",1,0,6,57,26,2652.46,0.09,2,2,2,7,0,0,2,9.90,2,0,0,1,0,267.93,27,5,30,0,10,0
"","org.apache.commons.lang3.text","StrTokenizerTest","testCloneNotSupportedException",1,4,3,37,23,1150.68,0.06,2,1,1,9,1,0,2,6.88,1,0,0,0,0,167.37,15,1,22,0,4,0
"","org.apache.commons.lang3","SerializationUtilsTest","testCloneNull",1,0,3,23,19,483.63,0.03,3,1,1,4,0,0,2,4.95,1,1,0,0,0,97.70,11,1,12,0,3,0
"","org.apache.commons.lang3.text","StrTokenizerTest","testCloneNull",1,2,9,72,22,4414.84,0.11,1,4,1,10,2,0,2,13.75,2,0,0,2,0,321.08,33,7,39,0,12,0
"","org.apache.commons.lang3","ObjectUtilsTest","testCloneOfCloneable",1,3,4,34,20,961.83,0.05,2,3,1,5,1,0,2,6.55,2,0,0,0,0,146.95,16,2,18,0,5,0
"","org.apache.commons.lang3","ObjectUtilsTest","testCloneOfNotCloneable",1,3,3,24,18,550.43,0.03,2,2,1,4,1,0,2,5.50,1,0,0,0,0,100.08,11,1,13,0,4,0
"","org.apache.commons.lang3","ObjectUtilsTest","testCloneOfPrimitiveArray",1,3,2,28,18,560.44,0.04,2,2,1,3,1,0,2,4.80,0,0,0,0,0,116.76,12,0,16,0,5,0
"","org.apache.commons.lang3","ObjectUtilsTest","testCloneOfStringArray",1,3,2,28,18,560.44,0.04,3,3,1,4,1,0,2,4.80,0,0,0,0,0,116.76,12,0,16,0,5,0
"","org.apache.commons.lang3","ObjectUtilsTest","testCloneOfUncloneable",2,3,6,57,33,2635.70,0.10,5,3,1,9,1,0,2,9.17,1,1,1,0,2,287.53,22,2,35,1,8,0
"","org.apache.commons.lang3.text","StrTokenizerTest","testCloneReset",1,2,11,88,27,5045.77,0.14,1,4,1,12,2,0,2,12.06,3,0,0,1,0,418.43,41,11,47,0,15,0
"","org.apache.commons.lang3","ArrayUtilsTest","testCloneShort",1,0,6,57,26,2652.46,0.09,2,2,2,7,0,0,2,9.90,2,0,0,1,0,267.93,27,5,30,0,10,0
"","org.apache.commons.lang3","SerializationUtilsTest","testCloneUnserializable",2,0,6,39,24,1251.69,0.06,4,3,1,9,0,0,2,7.00,0,1,1,0,2,178.81,14,2,25,1,5,0
"","org.apache.commons.lang3.text","StrMatcherTest","testCommaMatcher",1,1,6,54,21,2116.42,0.08,1,2,2,7,1,0,2,8.92,1,0,0,0,0,237.19,29,7,25,0,6,0
"","org.apache.commons.lang3.tuple","PairTest","testComparable1",1,0,7,79,28,5696.72,0.13,3,2,1,8,0,0,2,15.00,2,1,0,0,0,379.78,40,8,39,0,16,0
"","org.apache.commons.lang3.tuple","TripleTest","testComparable1",1,0,7,83,28,6583.67,0.13,3,2,1,8,0,0,2,16.50,2,1,0,0,0,399.01,44,8,39,0,16,0
"","org.apache.commons.lang3.tuple","PairTest","testComparable2",1,0,7,79,27,6010.18,0.13,3,2,1,8,0,0,2,16.00,2,1,0,0,0,375.64,40,8,39,0,16,0
"","org.apache.commons.lang3.tuple","TripleTest","testComparable2",1,0,7,83,28,6583.67,0.13,3,2,1,8,0,0,2,16.50,2,1,0,0,0,399.01,44,8,39,0,16,0
"","org.apache.commons.lang3.tuple","TripleTest","testComparable3",1,0,7,83,28,6583.67,0.13,3,2,1,8,0,0,2,16.50,2,1,0,0,0,399.01,44,8,39,0,16,0
"","org.apache.commons.lang3.tuple","TripleTest","testComparable4",1,0,7,83,28,6583.67,0.13,3,2,1,8,0,0,2,16.50,2,1,0,0,0,399.01,44,8,39,0,16,0
"","org.apache.commons.lang3","RangeTest","testComparableConstructors",1,1,6,72,32,2781.82,0.12,2,4,1,13,1,0,3,7.73,3,0,0,0,0,360.00,34,5,38,0,8,0
"","org.apache.commons.lang3","ObjectUtilsTest","testComparatorMedian",1,0,12,120,28,9017.59,0.19,3,3,1,13,0,0,2,15.63,6,0,0,0,0,576.88,66,25,54,0,17,0
"","org.apache.commons.lang3","ObjectUtilsTest","testComparatorMedian_emptyItems",1,0,2,21,17,386.27,0.03,2,2,0,3,0,0,2,4.50,0,0,0,0,0,85.84,8,0,13,0,2,0
"","org.apache.commons.lang3","ObjectUtilsTest","testComparatorMedian_nullComparator",1,0,2,28,23,696.63,0.04,4,2,0,3,0,0,2,5.50,0,0,0,1,0,126.66,12,0,16,0,3,0
"","org.apache.commons.lang3","ObjectUtilsTest","testComparatorMedian_nullItems",1,0,2,25,20,540.24,0.04,3,2,0,3,0,0,2,5.00,0,0,0,1,0,108.05,10,0,15,0,3,0
"","org.apache.commons.lang3","ObjectUtilsTest","testCompare",1,3,12,129,33,9272.86,0.22,2,2,1,13,1,0,2,14.25,3,0,0,0,0,650.73,76,16,53,0,17,0
"","org.apache.commons.lang3.math","NumberUtilsTest","testCompareDouble",1,1,82,1204,23,1013608.10,1.82,1,1,1,83,1,0,2,186.11,0,0,0,0,0,5446.37,579,90,625,0,369,0
"","org.apache.commons.lang3.math","NumberUtilsTest","testCompareFloat",1,0,82,1204,23,1013608.10,1.82,1,1,1,83,0,0,2,186.11,0,0,0,0,0,5446.37,579,90,625,0,369,0
"","org.apache.commons.lang3.math","FractionTest","testCompareTo",2,0,23,203,38,32004.27,0.36,3,2,2,25,0,0,2,30.04,2,0,1,0,2,1065.33,103,30,100,1,50,0
"","org.apache.commons.lang3.mutable","MutableBooleanTest","testCompareTo",1,0,7,72,23,5075.44,0.11,1,3,1,8,0,0,2,15.58,1,0,0,0,0,325.70,34,5,38,0,13,0
"","org.apache.commons.lang3.mutable","MutableByteTest","testCompareTo",1,0,5,69,21,5334.03,0.10,1,2,1,6,0,0,2,17.60,1,0,0,7,0,303.07,32,3,37,0,18,0
"","org.apache.commons.lang3.mutable","MutableDoubleTest","testCompareTo",1,0,5,55,22,3065.86,0.08,1,2,1,6,0,0,2,12.50,1,0,0,0,0,245.27,25,3,30,0,11,0
"","org.apache.commons.lang3.mutable","MutableFloatTest","testCompareTo",1,0,5,55,22,3065.86,0.08,1,2,1,6,0,0,2,12.50,1,0,0,0,0,245.27,25,3,30,0,11,0
"","org.apache.commons.lang3.mutable","MutableIntTest","testCompareTo",1,0,5,55,20,3631.62,0.08,1,2,1,6,0,0,2,15.28,1,0,0,0,0,237.71,25,3,30,0,11,0
"","org.apache.commons.lang3.mutable","MutableLongTest","testCompareTo",1,0,5,55,20,3631.62,0.08,1,2,1,6,0,0,2,15.28,1,0,0,0,0,237.71,25,3,30,0,11,0
"","org.apache.commons.lang3.mutable","MutableShortTest","testCompareTo",2,0,8,86,27,7214.52,0.14,2,2,2,10,0,0,2,17.64,1,0,1,7,2,408.92,38,4,48,1,20,0
"","org.apache.commons.lang3.mutable","MutableBooleanTest","testCompareToNull",1,0,3,28,20,726.08,0.04,1,2,0,4,0,0,2,6.00,1,0,0,0,0,121.01,12,1,16,0,3,0
"","org.apache.commons.lang3.mutable","MutableByteTest","testCompareToNull",1,0,3,30,21,778.64,0.04,1,2,0,4,0,0,2,5.91,1,0,0,1,0,131.77,13,1,17,0,4,0
"","org.apache.commons.lang3.mutable","MutableDoubleTest","testCompareToNull",1,0,3,28,20,726.08,0.04,1,2,0,4,0,0,2,6.00,1,0,0,0,0,121.01,12,1,16,0,3,0
"","org.apache.commons.lang3.mutable","MutableFloatTest","testCompareToNull",1,0,3,28,20,726.08,0.04,1,2,0,4,0,0,2,6.00,1,0,0,0,0,121.01,12,1,16,0,3,0
"","org.apache.commons.lang3.mutable","MutableIntTest","testCompareToNull",1,0,3,28,20,726.08,0.04,1,2,0,4,0,0,2,6.00,1,0,0,0,0,121.01,12,1,16,0,3,0
"","org.apache.commons.lang3.mutable","MutableLongTest","testCompareToNull",1,0,3,28,20,726.08,0.04,1,2,0,4,0,0,2,6.00,1,0,0,0,0,121.01,12,1,16,0,3,0
